objectid,accident,agency,inv_date,complaint,injured,killed,min_inj,dis_inj,severity,county,city,troop,no_vehicle,motor_veh,left_scene,dist_feet,dist_mile,inter_loc,direction,on_street,at_street,light_cond,acc_type,on_off_rd,two_veh,day_week,dr_drink,dr_drug,ped_drink,ped_drug,speed,dr_under21,dr_under25,dr_over55,dr_over64,electrical,emer_veh,stop_sign,yield_sign,czone,hazmat,aggressive,cell_phone,texting,veh_defect,school_bus,truck,motorcycle,atv,pickup,cmv,gps_lat,gps_long,severity_fatal,acc_date,acc_time,narrative
1229581,3190021343,Missouri State Highway Patrol-Troop C,1565308800000,190461285,1,0,1,0,Personal Injury,LINCOLN,NON-CITY OR UNINCORPORATED,C,1,1,0,506,0.1,B ,E ,RT C,BRIDGE X0351,Daylight,Fixed Object,2,,Fri     ,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,38.94266,-90.84247,0,08/09/2019,12:40:00,"VEHICLE 1 TRAVELED OFF THE RIGHT SIDE OF THE ROADWAY, STRUCK A TREE, AND CAME TO REST AGAINST AN EMBANKMENT."
1185887,3190020989,Missouri State Highway Patrol-Troop F,1565308800000,190461463,5,0,5,0,Personal Injury,BOONE,NON-CITY OR UNINCORPORATED,F,2,2,0,971,0.18,A ,W ,MO 124,BRIDGE A2981,Daylight,Motor Vehicle in Transport,1,60,Fri     ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,39.17263,-92.17754,0,08/09/2019,13:55:00,VEHICLE 1 TURNED LEFT INTO THE PATH OF VEHICLE 2.  VEHICLE 2 STRUCK VEHICLE 1.  VEHICLE 2 TRAVELED OFF THE WEST SIDE OF THE ROADWAY AND OVERTURNED.  VEHICLE 1 SLIDE OFF THE EAST SIDE OF THE ROADWAY AND CAME TO REST.  ASSISTED BY THE BOONE COUNTY SHERIFF'S DEPARTMENT AND THE HALLSVILLE POLICE DEPARTMENT.
1325099,3190021314,Missouri State Highway Patrol-Troop G,1565308800000,190461524,1,0,0,1,Personal Injury,HOWELL,NON-CITY OR UNINCORPORATED,G,1,1,0,0,0,AT,W ,US 160,CRD 8040,Daylight,Fixed Object,2,,Fri     ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36.7412,-91.81143,0,08/09/2019,14:20:00,"VEHICLE 1 RAN OFF THE RIGHT SIDE OF THE ROADWAY, STRUCK A FENCE AND A UTILITY BOX. THE DRIVER WAS EJECTED."
846616,3190021233,Missouri State Highway Patrol-Troop A,1565308800000,190461569,1,0,1,0,Personal Injury,JOHNSON,NON-CITY OR UNINCORPORATED,A,2,2,0,0,0,AT,W ,US 50,RT Z,Daylight,Motor Vehicle in Transport,1,64,Fri     ,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,38.86843,-94.05962,0,08/09/2019,14:35:00,"CRASH OCCURRED AS VEHICLE 1 WAS SOUTHTBOUND ON ROUTE Z AND FAILED TO STOP AT A STOP SIGN, AND PULLED INTO THE PATH OF WESTBOUND VEHICLE 2.  ASSISTED BY JOHNSON COUNTY."
842393,3190021458,Missouri State Highway Patrol-Troop A,1565308800000,190461638,1,0,1,0,Personal Injury,SALINE,NON-CITY OR UNINCORPORATED,A,2,2,0,835,0.16,A ,S ,MO 127,CRD 170TH RD,Daylight,Motor Vehicle in Transport,1,62,Fri     ,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,39.04008,-93.4161,0,08/09/2019,15:05:00,CRASH OCCURRED AS VEHICLE1 WAS TRAVELING NORTHBOUND ON MO 127 AND VEHICLE 2 WAS SOUTHBOUND APPROACHING A HILL CREST. VEHICLE 1 CROSSED CENTER LINE AT WHICH TIME VEHICLE 1 AND VEHICLE 2  COLLIDED AT A HILL CREST.  ASSISTED BY CPL N A PEREZ/1426.
1311592,3190021286,Missouri State Highway Patrol-Troop C,1565308800000,190461696,3,0,3,0,Personal Injury,ST. CHARLES,ST PETERS,C,2,2,0,3695,0.7,B ,E ,IS 70,MO 370 EJ,Daylight,Fixed Object,2,,Fri     ,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,38.79848,-90.60496,0,08/09/2019,15:30:00,DRIVER 1 CUT IN FRONT OF UNKNOWN VEHICLE AND ABRUPTLY SLOWED AND LOST CONTROL OF VEHICLE 1. VEHICLE 1 WENT OFF THE ROADWAY AND STRUCK THE CONCRETE MEDIAN WALL. VEHICLE RETURNED TO THE ROADWAY AND INTO THE PATH OF VEHICLE 2. DRIVER 2 WAS UNABLE TO STOP CAUSING THE FRONT OF VEHICLE 2 TO STRIKE THE REAR OF VEHICLE 1.
1041515,3190021261,Missouri State Highway Patrol-Troop I,1565308800000,190461822,1,0,0,1,Personal Injury,MARIES,NON-CITY OR UNINCORPORATED,I,2,2,0,818,0.15,B ,N,US 63,MO 28 NJ,Daylight,Motor Vehicle in Transport,1,61,Fri     ,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,38.15091,-91.93059,0,08/09/2019,16:24:00,THE CRASH OCCURRED AS VEHICLE 1 STRUCK THE REAR OF VEHICLE 2. DRIVER 2 WAS EJECTED. ASSISTED BY MSGT S.D. ALTERMATT (158)
1170028,3190021415,Missouri State Highway Patrol-Troop F,1565308800000,190461957,2,0,2,0,Personal Injury,MORGAN,NON-CITY OR UNINCORPORATED,F,1,1,0,232,0.04,A ,W ,MO 52,CRD CHURCH RD,Daylight,Fixed Object,2,,Fri     ,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38.44524,-92.81935,0,08/09/2019,17:18:00,"CRASH OCCURRED AS VEHICLE 1 TRAVELED OFF THE RIGHT SIDE OF THE ROAD TO AVOID A VEHICLE THAT TURNED INTO ITS PATH. VEHICLE 1 THEN STRUCK A DITCH, A CURB, AND TWO LARGE ROCKS. ASSISTED BY MORGAN COUNTY F.O."
846643,3190021770,Missouri State Highway Patrol-Troop A,1565308800000,190462077,1,0,1,0,Personal Injury,JOHNSON,NON-CITY OR UNINCORPORATED,A,1,1,0,2354,0.45,B ,W ,US 50,BRIDGE L0461,Daylight,Fixed Object,2,,Fri     ,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38.8626,-94.04915,0,08/09/2019,17:50:00,CRASH OCCURRED AS DRIVER 1 SUFFERED A MEDICAL EMERGENCY CAUSING THE VEHICLE TOTRAVEL  OFF THE RIGHT SIDE OF THE ROAD AND STRICK A TREE. ASSISTED BY JOHNSON COUNTY
1178413,3190023161,Missouri State Highway Patrol-Troop B,1565308800000,190462187,2,0,2,0,Personal Injury,SCOTLAND,NON-CITY OR UNINCORPORATED,B,2,2,Y,765,0.14,A ,W ,US 136,CRD 413,Daylight,Motor Vehicle in Transport,1,61,Fri     ,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,40.45412,-92.00501,0,08/09/2019,18:45:00,VEHICLE 2 WAS ATTEMPTING TO MAKE A RIGHT HAND TURN AND WAS STRUCK IN THE REAR BY VEHICLE 1.
860413,3190021079,Missouri State Highway Patrol-Troop A,1565308800000,190462302,3,0,3,0,Personal Injury,LAFAYETTE,NON-CITY OR UNINCORPORATED,A,1,1,0,42,0.01,B ,E ,CRD MT MORIAH RD,CRD SHELBY RD,Daylight,Fixed Object,2,,Fri     ,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,39.05104,-93.7142,0,08/09/2019,19:30:00,CRASH OCCURRED AS VEHICLE 1 ATTEMPTED TO TURN FROM SHELBY ROAD ON TO MT MORIAH ROAD. VEHILCE 1 TRAVELED OFF THE SOUTH SIDE OF THE ROADWAY AND STRUCK A DITCH.  ASSISTED BY TPR M J HANRAHAN/1370 AND HIGGINSVILLE POLICE DEPARTMENT.
1181455,3190021177,Missouri State Highway Patrol-Troop B,1565308800000,190462606,1,0,1,0,Personal Injury,RANDOLPH,NON-CITY OR UNINCORPORATED,B,2,2,0,971,0.18,A ,N,US 63,CRD 1370,Dark-Unlighted,Motor Vehicle in Transport,1,61,Fri     ,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39.47083,-92.43416,0,08/09/2019,21:45:00,VEHICLE 1 WAS NORTHBOUND WHEN DRIVER 1 FELL ASLEEP AND RAN INTO THE BACK OF VEHICLE 2.
1274397,3190023500,Missouri State Highway Patrol-Troop C,1565395200000,190462837,1,1,1,0,Fatal,ST. FRANCOIS,NON-CITY OR UNINCORPORATED,C,1,1,0,190,0.04,A ,W ,PVT BLUEBIRD DR,PVT WREN DR,Dark-Unlighted,Fixed Object,2,,Fri     ,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37.97611,-90.34871,1,08/09/2019,22:59:00,FATALITY CRASH- VEHICLE 1 WAS TRAVELING SOUTH ON BLUEBIRD DR. DRIVER 1 FAILED TO NEGOTIATE A CURVE CAUSING VEHICLE 1 TO TRAVEL OFF THE ROADWAY AND STRIKE 2 TREES.  PRONOUNCED BY PARKLAND HOSPITAL NORTH DR EVELYN YOUNG AT 0106 HOURS 08102019.
1185608,3190021132,Missouri State Highway Patrol-Troop B,1565395200000,190462863,1,0,1,0,Personal Injury,SULLIVAN,NON-CITY OR UNINCORPORATED,B,1,1,0,290,0.05,B ,E ,RT E,CRD BEAR DR,Daylight,Fixed Object,2,,Fri     ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,40.30375,-93.31135,0,08/09/2019,20:00:00,VEHICLE 1 RAN OFF THE ROAD AND STRUCK A DITCH.
1286141,3190021505,Missouri State Highway Patrol-Troop C,1565395200000,190463109,0,1,0,0,Fatal,ST. FRANCOIS,FARMINGTON,C,1,1,0,79,0.01,B ,N,RT EE,CST BURKS RD NJ,Dark-Unlighted,Fixed Object,2,,Sat     ,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,37.79843,-90.40026,1,08/10/2019,03:43:00,"FATALITY CRASH - DRIVER 1 FAILED TO NEGOTIATE A CURVE TO THE RIGHT. VEHICLE 1 TRAVELED OFF THE ROADWAY AND STRUCK A SIGN, A UTILITY POLE AND A TREE. PRONOUNCED BY CORONER JAMES COPLIN AT 0403 HOURS 08102019. ASSISTED BY CPL B M BEARD (254)"
1191924,3190021470,Missouri State Highway Patrol-Troop F,1565395200000,190463231,2,0,2,0,Personal Injury,CALLAWAY,NON-CITY OR UNINCORPORATED,F,1,1,0,253,0.05,A ,W ,IS 70,ERM WEST IS 70 MILE 1516,Daylight,Overturn,2,,Sat     ,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,38.94266,-91.87625,0,08/10/2019,07:40:00,"VEHICLE 1 TRAVELED OF LEFT SIDE OF ROADWAY, OVER CORRECTED, JACK-KNIFED AS IT CAME BACK ON THE ROADWAY, RAN OFF RIGHT SIDE OF ROAD, AND OVERTURNED. ASSISTED BY SGT S. B. JOHNSON (797)"
1509189,3190021246,Missouri State Highway Patrol-Troop H,1565395200000,190463242,1,0,1,0,Personal Injury,NODAWAY,NON-CITY OR UNINCORPORATED,H,1,1,0,972,0.18,A ,E ,RT VV,CRD MERCURY,Daylight,Fixed Object,2,,Sat     ,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,40.24252,-94.72167,0,08/10/2019,07:28:00,"CRASH OCCURRED AS VEH 1 WAS EASTBOUND ON RTE VV. VEH 1 TRAVELED OFF THE SOUTH SIDE OF THE ROADWAY, AND STRUCK A METAL CULVERT. VEH 1 THEN STRUCK GROUND, BECAME PARTIALLY AIRBORNE, AND STRUCK A UTILITY POLE. VEH 1 CAME TO REST ON ITS WHEELS FACING SOUTHEAST UNDERNEATH A UTILITY WIRE. ASSISTED BY TPR. J.D. FARMER (390), NODAWAY COUNTY SHERIFFS OFFICE, NODAWAY COUNTY EMS AND LIFE FLIGHT EAGLE."
1177799,3190021448,Missouri State Highway Patrol-Troop B,1565395200000,190463245,1,0,1,0,Personal Injury,ADAIR,NON-CITY OR UNINCORPORATED,B,2,2,0,2640,0.5,B ,E ,MO 6,RT B,Daylight,Motor Vehicle in Transport,1,61,Sat     ,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,40.21545,-92.60165,0,08/10/2019,07:45:00,"VEHICLE 2 WAS SLOWING TO MAKE A LEFT HAND TURN.  VEHICLE 1 WAS BEHIND VEHICLE 2, BEGAN SLIDING AND COLLIDED WITH THE REAR OF VEHICLE 2.  ASSISTED BY THE ADAIR COUNTY SHERIFF'S DEPARTMENT AND ADAIR COUNTY AMBULANCE."
1185882,3190021529,Missouri State Highway Patrol-Troop F,1565395200000,190463397,3,0,2,1,Personal Injury,BOONE,NON-CITY OR UNINCORPORATED,F,2,2,0,0,0,AT,N,US 63,CRD PEABODY RD,Daylight,Motor Vehicle in Transport,1,64,Sat     ,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,39.07688,-92.32991,0,08/10/2019,09:08:00,"VEHICLE 1 WAS ATTEMPTING TO CROSS NORTHBOUND US 63 TRAFFIC AT PEABODY RD IN FRONT OF VEHICLE 2, CAUSING VEHICLE 2 TO STRIKE VEHICLE 1. AFTER IMPACT, VEHICLE 2 TRAVELED OFF ROADWAY AND STRUCK ROAD SIGN."
982787,3190021574,Missouri State Highway Patrol-Troop D,1565395200000,190463400,1,0,0,1,Personal Injury,TANEY,NON-CITY OR UNINCORPORATED,D,1,1,0,3695,0.7,A ,W ,US 160,MO 125 EJ,Daylight,Fixed Object,2,,Sat     ,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,36.60335,-92.84987,0,08/10/2019,09:10:00,"CRASH OCCURRED AS VEH 1 FAILED TO NEGOTIATE A RIGHT HAND CURVE, TRAVELED OFF THE LEFT SIDE OF THE ROAD, STRUCK A TREE AND DRIVER WAS EJECTED."
1274398,3190022549,Missouri State Highway Patrol-Troop C,1565395200000,190463438,1,0,0,1,Personal Injury,ST. FRANCOIS,NON-CITY OR UNINCORPORATED,C,2,2,0,0,0,AT,E ,MO 8,CRD STATE HWY 8 OLD EJ,Daylight,Motor Vehicle in Transport,1,64,Sat     ,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,1,0,37.86739,-90.62963,0,08/10/2019,09:25:00,"VEHICLE 1 WAS WESTBOUND ON MO-8 AND VEHICLE 2 WAS ATTEMPTING TO CROSS MO-8 FROM OLD HIGHWAY 8. VEHICLE 2 TRAVELED INTO THE PATH OF VEHICLE 1 CAUSING VEHICLE 1 TO STRIKE THE RIGHT SIDE OF VEHICLE 2, EJECTING DRIVER 1"
944710,3190021481,Missouri State Highway Patrol-Troop D,1565395200000,190463587,3,0,3,0,Personal Injury,JASPER,NON-CITY OR UNINCORPORATED,D,2,2,0,50,0.01,B ,W ,RT YY,CRD 284,Daylight,Motor Vehicle in Transport,1,64,Sat     ,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,37.20195,-94.56731,0,08/10/2019,10:35:00,CRASH OCCURRED AS VEHICLE 1 WAS TRAVELING NORTHBOUND ON MISSOURI 284 AND VEHICLE 2 WAS TRAVELING WESTBOUND MISSOURI YY. VEHICLE 1 FAILED TO YIELD TO VEHICLE 2.  VEHICLE 2 STRUCK VEHICLE 1.
942834,3190021300,Missouri State Highway Patrol-Troop D,1565395200000,190463715,1,0,1,0,Personal Injury,DALLAS,NON-CITY OR UNINCORPORATED,D,1,1,0,1584,0.3,A ,N,RT B,CRD HANDLEY RD,Daylight,Fixed Object,2,,Sat     ,,,,,,0,0,0,0,0,0,0,0,0,0,,0,0,,0,0,1,0,0,0,37.51739,-92.85607,0,08/10/2019,11:30:00,"CRASH OCCURRED AS VEHICLE 1 WAS TRAVELING NORTHBOUND ON ROUTE B. VEHICLE 1 RAN OFF THE RIGHT SIDE OF THE ROAD, STRUCK A DITCH AND OVERTURNED."
820917,3190021113,Missouri State Highway Patrol-Troop A,1565395200000,190463760,1,0,1,0,Personal Injury,PLATTE,PLATTE WOODS,A,4,4,Y,147,0.03,A ,N,IS 29,CST 72ND ST,Daylight,Motor Vehicle in Transport,1,61,Sat     ,,,,,,,1,,,0,0,0,0,0,0,1,0,0,,0,0,0,0,0,0,39.22529,-94.65055,0,08/10/2019,11:45:00,"CRASH OCCURRED AS ALL VEHICLES WERE TRAVELING NORTHBOUND ON I29. VEHICLE2 STRUCK THE REAR OF VEHICLE3 CAUSING VEHICLE3 TO STRIKE THE REAR OF VEHICLE4. SHORTLY AFTER VEHICLE2 STRUCK VEHICLE3, VEHICLE1 STRUCK THE REAR OF VEHICLE2 CAUSING VEHICLE2 TO AGAIN STRIKE VEHICLE3 AND VEHICLE3 TO AGAIN STRIKE VEHICLE4. VEHICLE1 LEFT THE SCENE."
1147909,3190021226,Missouri State Highway Patrol-Troop E,1565395200000,190464039,1,0,1,0,Personal Injury,STODDARD,NON-CITY OR UNINCORPORATED,E,2,2,0,681,0.13,A ,E ,US 60,CRD 657,Daylight,Motor Vehicle in Transport,1,63,Sat     ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,36.80418,-90.0319,0,08/10/2019,13:52:00,CRASH OCCURRED AS VEHICLE ONE STRUCK VEHICLE TWO IN THE REAR.
792909,3190021539,Missouri State Highway Patrol-Troop A,1565395200000,190464066,1,0,1,0,Personal Injury,CASS,NON-CITY OR UNINCORPORATED,A,1,1,0,316,0.06,A ,N,RT C,CRD 261ST STREET,Daylight,Fixed Object,2,,Sat     ,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,38.64693,-94.472,0,08/10/2019,14:00:00,"CRASH OCCURRED AS VEHICLE 1 WAS TRAVELING NORTHBOUND WHEN DRIVER 1 EXPERENICED A MEDICAL EMERGENCY. DIVER1 WENT OFF THE RIGHT SIDE OF THE ROADWAY RAN THROUGH A FENCE,  HIT SOME TREES, AND THEN SLID DOWN INTO A CREEK.  ASSISTED BY J C EWING/524"
1176121,3190021367,Missouri State Highway Patrol-Troop F,1565395200000,190464191,1,0,1,0,Personal Injury,MONTGOMERY,JONESBURG,F,1,1,0,2138,0.4,A ,W ,NOR 70,RT NN EJ,Daylight,Fixed Object,2,,Sat     ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,38.85677,-91.29872,0,08/10/2019,14:57:00,DRIVER 1 SUFFERED A MEDICAL EMERGENCY. VEHICLE 1 TRAVELED OFF THE RIGHT SIDE OF THE ROADWAY AND INTO A FIELD. ASSISTED BY MONTGOMERY COUNTY SHERIFF'S OFFICE.
1009732,3190021427,Missouri State Highway Patrol-Troop D,1565395200000,190464269,1,0,1,0,Personal Injury,WEBSTER,NON-CITY OR UNINCORPORATED,D,1,1,0,332,0.06,B ,E ,CRD OLGA RD,RT Z,Daylight,Fixed Object,2,,Sat     ,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,37.08746,-92.9081,0,08/10/2019,15:10:00,CRASH OCCURRED AS VEHICLE #1 TRAVELED OFF THE RIGHT SIDE OF THE ROADWAY AND STRUCK A PROPANE TANK AND ELECTRIC METER ATTACHED TO A BUILDING.
912559,3190021327,Missouri State Highway Patrol-Troop D,1565395200000,190464725,2,0,2,0,Personal Injury,POLK,NON-CITY OR UNINCORPORATED,D,2,2,0,32,0.01,B ,S ,CRD 80TH RD,CRD 450TH RD,Daylight,Motor Vehicle in Transport,1,64,Sat     ,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,37.59907,-93.48577,0,08/10/2019,18:15:00,OCCURRED AS #2 WAS STRUCK IN THE SIDE BY #1.
1042911,3190021368,Missouri State Highway Patrol-Troop I,1565395200000,190464754,1,0,1,0,Personal Injury,LACLEDE,NON-CITY OR UNINCORPORATED,I,1,1,0,411,0.08,B ,S ,CRD MARIGOLD DRIVE,CRD INDUSTRY ROAD,Daylight,Fell/Jumped from MV,1,,Sat     ,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,37.76674,-92.83526,0,08/10/2019,18:25:00,OCCURRED AS VEHICLE 1 WAS TRAVELING SOUTHBOUND ON MARIGOLD DRIVE AND PASSENGER IN THE UNENCLOSED BED OF THE PICKUP FELL OUT
1206495,3190021185,Missouri State Highway Patrol-Troop F,1565395200000,190465061,1,0,1,0,Personal Injury,MILLER,NON-CITY OR UNINCORPORATED,F,2,2,Y,6336,1.2,A ,S ,CRD BROCKMAN SPRINGS RD,CRD LICK CREEK RD SJ,Dark-Unlighted,Motor Vehicle in Transport,1,60,Sat     ,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,38.19982,-92.51911,0,08/10/2019,20:25:00,CRASH OCCURRED AS VEHICLE 1 CROSSED THE CENTER OF THE ROADWAY AT THE CREST OF A HILL AND STRUCK VEHICLE 2 HEAD ON.   ASSISTED BY TPR. M. P. ACORD (170).
1017277,3190021045,Missouri State Highway Patrol-Troop D,1565395200000,190465121,1,0,1,0,Personal Injury,NEWTON,NON-CITY OR UNINCORPORATED,D,1,1,0,1510,0.29,B ,E ,RT EE,CRD VIXEN,Dark-Unlighted,Fixed Object,2,,Sat     ,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,36.8752,-94.1246,0,08/10/2019,20:45:00,OCCURRED AS #1 LEFT THE ROADWAY AND STRUCK A FENCE   ASSISTED BY CPL K.R. SANDERS #636
1120654,3190021202,Missouri State Highway Patrol-Troop E,1565395200000,190465377,1,0,1,0,Personal Injury,IRON,NON-CITY OR UNINCORPORATED,E,1,1,0,131,0.02,A ,N,MO 21,MO 72,Dark-Unlighted,Fixed Object,2,,Sat     ,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,37.59139,-90.62462,0,08/10/2019,22:35:00,"TRAFFIC CRASH OCCURRED AS VEHICLE 1 CROSSED CENTER OF ROADWAY, RAN OFF LEFT SIDE OF ROADWAY, STRUCK A TREE, AND OVERTURNED."
1191939,3190021329,Missouri State Highway Patrol-Troop F,1565395200000,190465393,1,0,1,0,Personal Injury,CALLAWAY,NON-CITY OR UNINCORPORATED,F,3,3,0,1119,0.21,A ,W ,CRD 4036,CRD 4047,Dark-Unlighted,Motor Vehicle in Transport,1,62,Sat     ,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,38.61125,-92.13392,0,08/10/2019,22:30:00,"OCCURRED AS VEHICLE 1 WAS SOUTHBOUND ON COUNTY ROAD 4036, VEHICLE 2 WAS NORTHBOUND, CROSSED CENTER LINE AND SIDESWIPED VEHICLE 1.  AFTER IMPACT VEHICLE 2 TRAVELED OFF THE LEFT SIDE OF THE ROAD THROUGH A RESIDENTIAL YARD AND STRUCK VEHICLE 3.  ASSISTED BY TPR. M. A. DICKENS (675), CPL. J. A. CLUVER (134) AND LT. K. J. HUNTER (62)."
1035726,3190020948,Missouri State Highway Patrol-Troop I,1565395200000,190465419,1,0,1,0,Personal Injury,PHELPS,NON-CITY OR UNINCORPORATED,I,1,1,0,934,0.18,B ,E ,RT Y,CRD 8120 EJ,Dark-Unlighted,Fixed Object,2,,Sat     ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,37.96835,-91.81961,0,08/10/2019,22:45:00,VEHICLE 1 DROVE OFF THE RIGHT SIDE OF THE ROADWAY AND STRUCK A TREE.
967030,3190021196,Missouri State Highway Patrol-Troop D,1565481600000,190465600,3,0,2,1,Personal Injury,BARRY,NON-CITY OR UNINCORPORATED,D,2,2,0,0,0,AT,E ,RT BB,CRD 1090,Dark-Unlighted,Motor Vehicle in Transport,1,64,Sat     ,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,36.87009,-93.90184,0,08/10/2019,23:56:00,"DVR 2 FAILED TO STOP FOR A STOP SIGN, NBR 2 STRUCK NBR 1."
1170044,3190021530,Missouri State Highway Patrol-Troop F,1565481600000,190465621,1,0,1,0,Personal Injury,MORGAN,NON-CITY OR UNINCORPORATED,F,1,1,0,3695,0.7,A ,N,MO 5,PVT MILLFORD LN,Dark-Unlighted,Animal,1,,Sun     ,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38.23215,-92.84037,0,08/11/2019,00:10:00,"CRASH OCCURRED AS VEHICLE 1 WAS TRAVELING NORTHBOUND A DEER ENTERED THE ROADWAY FROM THE LEFT.   VEHICLE 1 TRAVELED OFF OF RIGHT SIDE OF THE ROADWAY, STRUCK A TREE AND THEN A SIGN."
1198757,3190021773,Missouri State Highway Patrol-Troop F,1565481600000,190465637,1,0,0,1,Personal Injury,CAMDEN,NON-CITY OR UNINCORPORATED,F,1,1,0,1599,0.3,A ,S ,RT EE,CRD SANTEE TRL,Dark-Unlighted,Fixed Object,2,,Sun     ,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38.07388,-92.83287,0,08/11/2019,00:10:00,"CRASH OCCURRED AS VEHICLE 1 TRAVELED OFF THE RIGHT SIDE OF THE ROADWAY, STRUCK A GUARDRAIL, OVER-CORRECTED, WENT OFF OF THE LEFT SIDE OF THE ROADWAY AND OVERTURNED.   ASSISTED BY TPR. K. R. DINWIDDIE (300)."
1209849,3190021551,Missouri State Highway Patrol-Troop F,1565481600000,190465685,2,0,2,0,Personal Injury,COLE,NON-CITY OR UNINCORPORATED,F,2,2,0,533,0.1,B ,E ,US 54,CRD SHEPHERD HILLS RD,Dark-Unlighted,Motor Vehicle in Transport,1,61,Sun     ,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,38.5164,-92.23672,0,08/11/2019,00:45:00,"CRASH OCCURRED AS VEHICLE 1 STRUCK THE REAR OF VEHICLE 2.  AFTER IMPACT VEHICLE 1 TRAVELED OFF THE RIGHT SIDE OF THE ROADWAY, STRUCK AN EMBANKMENT AND OVERTURNED.  VEHICLE 2 CROSSED THE WESTBOUND LANES AND STRUCK A DITCH WHERE IT CAME TO REST.  ASSISTED BY COLE COUNTY SHERIFF'S DEPARTMENT."
1181970,3190021379,Missouri State Highway Patrol-Troop F,1565481600000,190465816,2,0,1,1,Personal Injury,OSAGE,NON-CITY OR UNINCORPORATED,F,1,1,0,1937,0.37,A ,W ,CRD OLD 50,CRD 602,Dark-Unlighted,Fixed Object,2,,Sun     ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38.50792,-91.94951,0,08/11/2019,02:15:00,OCCURRED AS DRIVER FELL ASLEEP AND VEHICLE WENT DOWN AN EMBANKMENT STRIKING SEVERAL TREES.
